"","V3.1","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","solubility"
"40",0.23384087997434,0.326461642446772,0.25497485239449,0.379182156133828,0.0722841800908715,0.39521375464684,0.243302140751186,0.313329792883697,0.168144123534458,0.381412639405205,0.366268831931128,0.155337227827935,0.302077892818007,0.149442379182155,0.0824602906387291,0.491362344194184,0.21276332094176,0,0.142575989503608,0.446509706732754,0.81
"41",0.37090807362127,0.206912878787879,0.292279411764706,0.281249999999999,0.126591435185185,0.25048828125,0.170438218390805,0.252418154761905,0.215945512820512,0.3234375,0.406249999999999,0.072544642857143,0.227186639118457,0.314062499999999,0.346590909090909,0.458946078431373,0.23671875,0.169270833333333,0.249693627450982,0.299189814814814,0.71
"42",0.301769384497254,0.159814707585408,0.397152491569877,0.382165605095541,0.123849964614296,0.225716560509554,0.288600922468702,0.3221110100091,0.144047035766781,0.343949044585988,0.392222594703318,0.236578707916288,0.221491112631818,0.256050955414012,0.211928199189345,0.080179842637692,0.128662420382165,0.165605095541401,0.0610715623829152,0.73177636234961,0.77
"43",0.268352159389439,0.11138014527845,0.271756160091155,0.34866828087167,0.141242937853107,0.269673123486683,0.365700926776322,0.255102040816327,0.127770534550195,0.183050847457627,0.377723970944309,0.303528190937393,0.257625784590344,0.210895883777239,0.322254017169272,0.411479846175759,0.187489911218725,0.188861985472155,0.371457057399232,0.404627387678234,0.62
"44",0.300734751534371,0.134175984443364,0.166719094054734,0.449197860962566,0.103980986333927,0.406082887700534,0.134611838465794,0.292971734148205,0.201563142739613,0.375401069518717,0.241486068111455,0.347593582887701,0.126206154888702,0.394117647058822,0.237238697131745,0.302925448254168,0.25204991087344,0.20855614973262,0.256369927650205,0.335115864527629,0.9
"45",0.281716172099605,0.168556970860234,0.263294569267246,0.357005758157389,0.111964171465131,0.359524952015355,0.164272949897412,0.396353166986565,0.144692160047247,0.393857965451056,0.370340438428124,0.31190019193858,0.138645220306361,0.192898272552783,0.202233467108707,0.326182680365813,0.206781829814459,0.0748560460652592,0.220842271649544,0.410961825549157,0.76
"47",0.278444733941277,0.209090909090909,0.280588235294118,0.449999999999999,0.243055555555555,0.1265625,0.176206896551724,0.231785714285715,0.263846153846153,0.351,0.431052631578947,0.394642857142858,0.0651790633608813,0.267999999999999,0.138636363636364,0.440588235294118,0.218833333333333,0.13,0.28764705882353,0.287222222222222,0.5
"48",0.308419827757012,0.262557077625571,0.234891216760677,0.417808219178081,0.0665905631659055,0.36986301369863,0.201149425287357,0.384866275277235,0.189322093431683,0.252739726027397,0.356164383561643,0.249103065883888,0.206290803426543,0.275342465753424,0.139269406392694,0.35925329035724,0.161415525114155,0.118721461187215,0.197018533440775,0.405377980720446,0.58
"49",0.373532016399364,0.218257733915354,0.260346309713865,0.275574112734864,0.0608907446068197,0.412186847599165,0.210208048376647,0.369519832985387,0.0786895776457362,0.405845511482255,0.282826063069992,0.213241872949598,0.280445372303409,0.237787056367431,0.24312013664832,0.262802406975317,0.133542101600557,0.189979123173277,0.280240697531623,0.436093713755508,0.53
"52",0.168754384206834,0.209090909090909,0.311764705882353,0.412499999999999,0.182291666666666,0.3796875,0.314655172413794,0.237053571428572,0.329807692307692,0.3375,0.461842105263157,0.0870535714285716,0.0904269972451787,0.376874999999999,0.277272727272727,0.236029411764706,0.168333333333333,0.1625,0.179779411764707,0.424305555555555,0.96
"53",0.240931342131943,0.203090507726269,0.178937800285677,0.437086092715231,0.257542310522443,0.357615894039735,0.211159321001751,0.409334594765059,0.19969434538971,0.345695364238411,0.299058905542,0.266477451907916,0.254009085435936,0.266225165562913,0.232590808749749,0.263991689390988,0.148638704930096,0.114790286975717,0.190494740942736,0.438067206279126,1
"54",0.228803845740288,0.23401902234019,0.31859167024474,0.335766423357664,0.189240335225736,0.344890510948905,0.208238946220321,0.338373305526591,0.165075800112296,0.289051094890511,0.339608144448712,0.169447340980188,0.308198105809252,0.277128953771289,0.283344392833444,0.260340632603407,0.237550689375507,0.221411192214112,0.233290396450552,0.38118410381184,0.25
"55",0.344640937946764,0.191716592862724,0.250126411596157,0.292263610315186,0.0835721107927411,0.27560888252149,0.274083588578204,0.386410151453132,0.23760193960767,0.340401146131805,0.294073292112803,0.159639787146951,0.340374308334713,0.249570200573065,0.270122427715551,0.36069442103489,0.154345749761222,0.0744985673352436,0.3846283499073,0.359121298949379,0.26
"56",0.269166356359425,0.262328077826233,0.1610592576514,0.287822878228782,0.107626076260762,0.298892988929889,0.241506552996565,0.373220875065894,0.139086006244677,0.278966789667897,0.560497183919206,0.137058513442277,0.225051589358868,0.148339483394833,0.225092250922509,0.510961580204038,0.16150061500615,0.0959409594095942,0.212285652268288,0.423944239442394,0.2
"57",0.24710463401715,0.418181818181818,0.267226890756303,0.257142857142857,0.138888888888889,0.216964285714286,0.14384236453202,0.18061224489796,0,0.462857142857143,0.35187969924812,0.39795918367347,0.397009051554505,0.0957142857142855,0.316883116883117,0.359663865546219,0.144285714285714,0.557142857142858,0.273949579831934,0.298412698412698,0.86
"58",0.333865742013659,0.314510002532286,0.138948058331968,0.284122562674094,0.135406994738471,0.338440111420613,0.182307175103256,0.375646637485078,0.209985001071352,0.225626740947075,0.388799296290866,0.155192996418623,0.245501354389679,0.186629526462395,0.324385920486199,0.280517778141898,0.178180129990715,0.181058495821727,0.213665410453876,0.48003714020427,0.46
"60",0.42446339886108,0.0806781642794503,0.340836012861737,0.366559485530546,0.0312611647016792,0.260450160771704,0.16188047455372,0.365870463941204,0,0.295176848874599,0.330005077001184,0.432935231970603,0.288919596432019,0.236977491961414,0.178310435545162,0.344051446945338,0.162379421221865,0.12540192926045,0.184982031397769,0.486959628438727,0.53
"61",0.29385909544242,0.144824872097599,0.161955691367456,0.415584415584415,0.126262626262626,0.372564935064935,0.1961486789073,0.200680272108844,0.293706293706294,0.444155844155845,0.355434039644565,0.301484230055659,0.445100354191261,0.348051948051947,0.288075560802834,0.217978100331042,0.174891774891775,0.112554112554113,0.249045072574485,0.271284271284271,0.76
"62",0.34010288920649,0.257134451309208,0.302684180468304,0.271844660194174,0.283171521035598,0.245752427184466,0.244392366923335,0.340961627369395,0.243963156584516,0.209708737864078,0.43842616249361,0.120203421174295,0.323704832972263,0.281877022653721,0.323036187113857,0.224062440510185,0.174325782092772,0.168284789644013,0.155149438416144,0.354908306364617,0.31
"65",0.330123234812289,0.250708524089819,0.224291155311045,0.345323741007194,0,0.230665467625899,0.325973703795585,0.272867420349435,0.0723113816638995,0.246043165467626,0.37410071942446,0.334018499486126,0.230592385595655,0.257074340527577,0.239372138652714,0.467908026519961,0.137250199840128,0.0623501199040767,0.20694033008887,0.488409272581934,0.33
"66",0.250690913728748,0.293764087152516,0.193242586290715,0.37190082644628,0.100436179981634,0.271952479338843,0.187232829866059,0.304752066115703,0.24920534011443,0.312396694214876,0.415615484993476,0.115112160566706,0.0685176331307058,0.235330578512396,0.343726521412472,0.390131259115217,0.25736914600551,0.18801652892562,0.43582887700535,0.280532598714416,0.37
"69",0.302450639300277,0.265044814340588,0.0878210439105219,0.147887323943662,0.0684663536776212,0.178257042253521,0.159543467702769,0.31161971830986,0.34507042253521,0.228169014084507,0.67939214232765,0.130784708249497,0.213110619640709,0.377464788732393,0.17573623559539,0.199461474730737,0.213380281690141,0.411971830985915,0.337613918806961,0.47809076682316,0.03
"70",0.290936941603341,0.249822904368358,0.242933537051184,0.28051948051948,0.0757575757575756,0.144642857142857,0.24845499328258,0.361224489795919,0.0783216783216783,0.238441558441559,0.362542720437457,0.205009276437848,0.357661622124431,0.208831168831168,0.388902007083825,0.441405653170359,0.244848484848485,0.135064935064935,0.373567608861728,0.339105339105338,0.41
"71",0.189635608515256,0.168962350780532,0.264527629233511,0.533333333333332,0.137485970819304,0.409090909090909,0.223754789272031,0.340548340548341,0.213209013209013,0.327272727272728,0.281977671451355,0.187590187590188,0.188613406795224,0.378989898989898,0.257667584940312,0.178015448603684,0.149629629629629,0.367676767676768,0.426143790849674,0.369248035914702,0.69
"72",0.24738993306061,0.185583647122109,0.313609467455622,0.319526627218934,0.0287639710716633,0.269600591715976,0.238318710467252,0.349112426035503,0.267637687756031,0.351479289940829,0.412955465587042,0.137362637362637,0.322737868192413,0.198224852071005,0.36094674556213,0.297946397493909,0.229092702169625,0.0384615384615384,0.397145840584756,0.309007232084155,0.86
"74",0.119815612786852,0.234181818181818,0.299294117647059,0.144,0.0777777777777777,0.405,0.322206896551725,0.404571428571429,0.120615384615384,0.518400000000001,0.262736842105263,0,0.206567493112947,0.1608,0.399272727272727,0.302117647058824,0.215466666666667,0.104,0.53694117647059,0.54311111111111,0.67
"75",0.24710463401715,0.224025974025974,0.178151260504202,0.428571428571428,0.208333333333333,0.325446428571428,0.125862068965517,0.346173469387755,0.188461538461538,0.173571428571428,0.542481203007517,0.215561224489796,0.180598189689098,0.263214285714285,0.376298701298702,0.314705882352942,0.156309523809524,0.371428571428572,0.308193277310925,0.242460317460317,0.27
"76",0.270319522849836,0.212962962962963,0.230936819172113,0.263888888888889,0.180041152263374,0.24609375,0.349616858237548,0.282903439153439,0.139601139601139,0.2125,0.551169590643273,0.161210317460318,0.1044536271809,0.20162037037037,0.410774410774411,0.407952069716776,0.264969135802469,0.240740740740741,0.0887799564270156,0.290123456790123,0.66
"77",0.216014833335798,0.18281172379533,0.10221793635487,0.393442622950819,0,0.331967213114754,0.165065008479367,0.437548790007808,0.0823875577973939,0.383606557377049,0.515962036238137,0.304449648711944,0.0193740685543964,0.256284153005464,0.303030303030303,0.240758598521376,0.220765027322404,0,0.366763098682097,0.428051001821493,0.89
"78",0.248068944784046,0.200727272727272,0.274352941176471,0.395999999999999,0.136111111111111,0.243,0.261793103448276,0.328714285714286,0.316615384615384,0.2592,0.394105263157894,0.213571428571429,0.307559228650136,0.308199999999999,0.210727272727273,0.214,0.2222,0.286,0.210941176470589,0.365555555555555,0.08
"79",0.428892547140515,0.192097654995181,0.19829557264602,0.318021201413427,0.257656065959953,0.259386042402827,0.302424759351774,0.320166582534074,0.173144876325088,0.295759717314488,0.355402640877812,0.131246845027764,0.124774893165513,0.224911660777385,0.31352393189849,0.36697152359177,0.154652532391048,0.367491166077738,0.152463105383497,0.359835100117785,0.3
"80",0.200540312738944,0.315068493150685,0.298952457695407,0.287671232876712,0.166476407914764,0.312071917808219,0.258620689655173,0.303082191780822,0.309799789251844,0.295890410958904,0.435832732516222,0.111301369863014,0.137118381825729,0.390068493150684,0.322851805728518,0.409548751007253,0.0807077625570775,0.267123287671234,0.328364222401291,0.268264840182648,0.28
"84",0.113802851534441,0.351413292589763,0.314384577360356,0.403361344537814,0.0816993464052286,0.531775210084035,0.105766444508838,0.283313325330132,0.190045248868778,0.43109243697479,0.448474126492703,0.214585834333734,0.261221844109544,0.253361344537815,0.233002291825821,0.290904597132971,0.21218487394958,0.0546218487394958,0.241720217498765,0.219421101774043,0.9
"85",0.216847479028759,0.292632875025651,0.225202496348427,0.311512415349887,0.131677953348382,0.38854401805869,0.261383980695883,0.323444050306353,0.238235804827226,0.451015801354402,0.398479268147795,0.199129313124799,0.169362411307824,0.211738148984198,0.162733429099118,0.412030274863896,0.159593679458239,0.0293453724604966,0.216438719957509,0.37722598444946,0.58
"87",0.362013521808972,0.100163309744148,0.261359633673829,0.269461077844311,0.203759148369926,0.227357784431138,0.286392731777824,0.328058169375535,0.270842929525563,0.291017964071857,0.467065868263471,0.166809238665526,0.0548984675277542,0.280838323353293,0.298856831790964,0.301514617823178,0.171357285429142,0.0778443113772456,0.344487495597042,0.43779108449767,0.31
"90",0.341803415915937,0.137724550898203,0.224022543148996,0.341317365269461,0.116433799068529,0.36377245508982,0.226099525087756,0.328058169375535,0.225702441271303,0.161676646706587,0.442483454144344,0.319717707442259,0.417743026344005,0.280838323353293,0.149428415895482,0.244980626981332,0.231836327345309,0.155688622754491,0.229658330398028,0.312707917498336,0.09
"92",0.33169836296942,0.150244964616222,0.242691088411413,0.287425149700598,0.116433799068529,0.42440119760479,0.211026223415239,0.328058169375535,0.203132197144173,0.177844311377245,0.442483454144344,0.305816937553465,0.357268933207963,0.260778443113772,0.149428415895482,0.282669954209229,0.221756487025948,0.155688622754491,0.287072912997535,0.312707917498336,0.43
"93",0.273907229350821,0.328481186487228,0.188377465789942,0.326283987915407,0.117489090298758,0.351774924471299,0.288988436295448,0.331031506258093,0.182198466186381,0.326283987915408,0.458896485927811,0.154294346137247,0.238787212970129,0.182175226586102,0.150782751991211,0.342278301048517,0.213595166163142,0.117824773413897,0.202772347609739,0.347096341054044,0.23
"94",0.421686014564234,0.158552348125808,0.147755784778366,0.113744075829384,0.138230647709321,0.071978672985782,0.238601078607616,0.379485443466487,0.107181917608458,0.383886255924171,0.642055375405338,0.110020311442113,0.394957763764311,0.444549763033174,0.157690650581646,0.328129356007806,0.111690363349131,0.554502369668247,0.227209367159187,0.321748288572932,0.19
"95",0.241909693858787,0.309764309764309,0.125965537730244,0.323232323232323,0.163673774784885,0.323863636363636,0.372924648786719,0.198653198653199,0.177674177674178,0.163636363636364,0.622009569377991,0.171957671957672,0.202214987338954,0.248148148148147,0.354759718396082,0.339077044959398,0.158698092031425,0.131313131313131,0.161418102594573,0.369248035914702,0.17
"96",0.303974243346927,0.134032634032634,0.239819004524887,0.346153846153846,0.0623219373219372,0.389423076923077,0.225906277630416,0.270146520146521,0.0483234714003944,0.311538461538462,0.5,0.327380952380953,0.223140495867767,0.300641025641025,0.177738927738927,0.403469079939669,0.215811965811966,0,0.184389140271494,0.368233618233617,0.91
"97",0.343869960539315,0.231920592405861,0.205321643388724,0.374350086655112,0.0673984209512805,0.421143847487002,0.235582382119166,0.28484773458777,0.182908945473936,0.243327556325824,0.419775608866186,0.26553602376826,0.349251137497551,0.220623916811091,0.18260595556956,0.174533591599552,0.169208549971115,0.11265164644714,0.38220002038944,0.37107644906605,0.24
"98",0.321403988187841,0.205663189269747,0.26284612205538,0.365339578454332,0.136612021857924,0.260831381733021,0.141484292982315,0.365172298427568,0.141235813366961,0.3288056206089,0.461481572784417,0.184844429575109,0.29530777220792,0.203981264637002,0.233766233766234,0.324287091885935,0.268071818891491,0.0608899297423888,0.291913486706159,0.293520686963309,0.61
"99",0.321425822957492,0.23103967855349,0.189470263243419,0.248618784530386,0.134284837323511,0.335635359116022,0.166888931224995,0.395816890292029,0.145771355716107,0.238674033149171,0.555684792090721,0.166732438831886,0.243170022677807,0.185082872928176,0.245102963335008,0.347741306467339,0.167403314917127,0.0718232044198895,0.23838154046149,0.461632903621853,0.22
"101",0.413180377204829,0.165945165945166,0.0989729225023345,0.428571428571428,0,0.341517857142857,0.159824849480022,0.183956916099773,0.179487179487179,0.407142857142858,0.358395989974937,0.294784580498867,0.40502426866063,0.212698412698412,0.176046176046176,0.424603174603175,0.227116402116402,0.0515873015873016,0.190242763772176,0.414462081128747,0.97
"102",0.330063722051603,0.199866310160427,0.252162629757785,0.286764705882352,0.107230392156863,0.31640625,0.185091277890467,0.387342436974791,0.221719457013575,0.357352941176471,0.528250773993806,0.13655462184874,0.149833900502349,0.344852941176469,0.265040106951872,0.393382352941177,0.148529411764706,0.0955882352941177,0.176254325259516,0.249591503267973,0.35
"103",0.308592989097329,0.234933605720122,0.280237937871778,0.353932584269662,0.136548064918851,0.312851123595506,0.311119721038358,0.307784911717496,0.190579083837511,0.288202247191011,0.392075694855115,0.16954253611557,0.332977373324665,0.131741573033707,0.280388151174668,0.477362855254462,0.14185393258427,0.109550561797753,0.18853271645737,0.322721598002497,0.63
"104",0.324249495368847,0.179220779220779,0.320672268907563,0.377142857142857,0.194444444444444,0.318214285714286,0.158226600985222,0.349183673469388,0.236923076923076,0.385714285714286,0.398796992481202,0.318367346938776,0.195025580480126,0.153142857142857,0.221818181818182,0.323697478991597,0.134666666666667,0.148571428571428,0.16436974789916,0.328253968253968,1
"105",0.229370183131703,0.324451410658307,0.232927653820149,0.344827586206896,0.195561941251596,0.320043103448276,0.231470471660722,0.314860426929393,0.238284703801945,0.372413793103449,0.377495462794918,0.160098522167488,0.225372850764699,0.173275862068965,0.223092998955068,0.361730899256255,0.251532567049808,0.112068965517241,0.247971602434078,0.300127713920817,0.12
"109",0.217433533497267,0.285936285936286,0.159879336349924,0.307692307692307,0.498575498575498,0.302884615384615,0.301208370173888,0.18009768009768,0.193293885601577,0.415384615384616,0.701754385964911,0.277777777777778,0.0505050505050503,0.114529914529914,0.18958818958819,0.484162895927602,0.0575498575498576,0.333333333333333,0.0819507290095529,0.223171889838556,0.29
"110",0.263374897985358,0.103254769921437,0.282256112321472,0.444444444444444,0.080018289894833,0.25,0.310770540655599,0.294826572604351,0.0620449509338397,0.288888888888889,0.304093567251462,0.420340975896532,0.130428867802604,0.358436213991769,0.182566404788627,0.259017187121763,0.290946502057613,0.106995884773663,0.355119825708062,0.386831275720164,0.77
"111",0.30504264717223,0.086045641601197,0.333575405470831,0.395061728395061,0.080018289894833,0.229166666666667,0.248616432524479,0.277483833039389,0.0930674264007597,0.333333333333334,0.287199480181936,0.420340975896532,0.130428867802604,0.386008230452674,0.228208005985784,0.336722343258292,0.249382716049383,0.106995884773663,0.394577584120069,0.32235939643347,0.73
"112",0.236744270405869,0.259203606311044,0.283422459893048,0.24793388429752,0.160697887970615,0.334710743801652,0.332858364206327,0.243801652892562,0.218054672600126,0.312396694214876,0.525880817746845,0.153482880755608,0.214580060560526,0.221487603305784,0.274981217129977,0.338113757899855,0.194765840220386,0.0537190082644629,0.237724842002918,0.345270890725435,0.27
"113",0.340699502568841,0.19327731092437,0.130993573900148,0.15126050420168,0.0816993464052286,0.14889705882353,0.232686177919444,0.265606242496999,0.0316742081447964,0.363025210084034,0.655462184873946,0.117046818727491,0.261221844109544,0.394117647058822,0.233002291825821,0.449579831932774,0.169747899159664,0.382352941176471,0.241720217498765,0.438842203548085,0.26
"114",0.249749368187962,0.238204833141542,0.302556465624224,0.354430379746835,0.143577121425223,0.37381329113924,0.148697802997236,0.328963230861965,0.174943200259656,0.239240506329114,0.294470353097934,0.235081374321881,0.283781427624925,0.424050632911391,0.198887610280015,0.37180441796972,0.142053445850914,0.274261603375527,0.465251923554233,0.319503047351148,0.28
"115",0.410142743059394,0.103467666354264,0.141419041843541,0.136082474226804,0.0801832760595646,0.156572164948454,0.134944898684679,0.33019145802651,0.0932593180015862,0.523298969072166,0.482474226804122,0.181885125184095,0.422294169435685,0.234845360824742,0.320149953139644,0.428259551243178,0.194364261168385,0.187628865979382,0.158156458459673,0.473768613974799,0.07
"116",0.319427941534364,0.248917748917748,0.204131652661064,0.321428571428571,0.0578703703703703,0.331473214285714,0.179802955665025,0.288477891156463,0.201923076923077,0.385714285714286,0.415413533834585,0.22108843537415,0.294815033451395,0.219345238095237,0.198051948051948,0.524509803921569,0.150297619047619,0.0773809523809524,0.228291316526611,0.341931216931216,0.24
"117",0.233704130171999,0.239286598959623,0.237858631190896,0.376021798365122,0.105964274901604,0.248297002724796,0.205769050079865,0.401907356948229,0.102703835673863,0.294277929155314,0.458626129356087,0.164460879719736,0.294405536664639,0.219073569482288,0.241763685905375,0.360153870812631,0.238510445049955,0.283378746594005,0.130629908639206,0.398425673630033,0.19
"118",0.221203001802879,0.136611120277182,0.237642788512864,0.413793103448275,0.0352893728574309,0.192944646098003,0.283246761374304,0.382421571169303,0.205221276001675,0.186206896551725,0.283121597096188,0.269639616282085,0.349092308999913,0.303992740471868,0.392509486883353,0.365538592932636,0.219963702359347,0.141560798548095,0.435037899007154,0.36963097398669,0.25
"119",0.253439522266833,0.213669542136695,0.212394446829827,0.335766423357664,0.331170586645039,0.258667883211679,0.293984394663982,0.297358359402155,0.385176866928691,0.183941605839416,0.389550518632347,0.203336809176226,0.209909312099092,0.32603406326034,0.29683698296837,0.229712322885359,0.12287104622871,0.18978102189781,0.419922713610993,0.393890240605568,0.15
